,bootstrap,bootstrap,bootstrap,bootstrap,bootstrap,bootstrap,bootstrap,bootstrap,bootstrap,bootstrap,bootstrap,bootstrap,rus,rus,rus,rus,rus,rus,rus,rus,rus,rus,rus,rus,smote1,smote1,smote1,smote1,smote1,smote1,smote1,smote1,smote1,smote1,smote1,smote1,smote3,smote3,smote3,smote3,smote3,smote3,smote3,smote3,smote3,smote3,smote3,smote3,smote5,smote5,smote5,smote5,smote5,smote5,smote5,smote5,smote5,smote5,smote5,smote5,smote7,smote7,smote7,smote7,smote7,smote7,smote7,smote7,smote7,smote7,smote7,smote7
,max_mean,max_mean,max_mean,max_mean,min_pval,min_pval,min_pval,min_pval,min_pval_winmax,min_pval_winmax,min_pval_winmax,min_pval_winmax,max_mean,max_mean,max_mean,max_mean,min_pval,min_pval,min_pval,min_pval,min_pval_winmax,min_pval_winmax,min_pval_winmax,min_pval_winmax,max_mean,max_mean,max_mean,max_mean,min_pval,min_pval,min_pval,min_pval,min_pval_winmax,min_pval_winmax,min_pval_winmax,min_pval_winmax,max_mean,max_mean,max_mean,max_mean,min_pval,min_pval,min_pval,min_pval,min_pval_winmax,min_pval_winmax,min_pval_winmax,min_pval_winmax,max_mean,max_mean,max_mean,max_mean,min_pval,min_pval,min_pval,min_pval,min_pval_winmax,min_pval_winmax,min_pval_winmax,min_pval_winmax,max_mean,max_mean,max_mean,max_mean,min_pval,min_pval,min_pval,min_pval,min_pval_winmax,min_pval_winmax,min_pval_winmax,min_pval_winmax
,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult,mean,std,pval,mult
dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data2_0,0.859034425,0.0350465313459,0.493180685228,1.25,0.859034425,0.0350465313459,0.493180685228,1.25,0.85886065,0.0352287743255,0.499395988578,3.5,0.858674615,0.0346767942101,0.506078629984,1.75,0.858674615,0.0346767942101,0.506078629984,1.75,0.85856979,0.0351682004594,0.509777366476,1.25,0.859734445,0.0349657081655,0.468146630957,3.25,0.859734445,0.0349657081655,0.468146630957,3.25,0.859734445,0.0349657081655,0.468146630957,3.25,0.86003259,0.0346801196633,0.457348710286,2.75,0.86003259,0.0346801196633,0.457348710286,2.75,0.86003259,0.0346801196633,0.457348710286,2.75,0.860240575,0.0344801981871,0.449782842955,2.75,0.860240575,0.0344801981871,0.449782842955,2.75,0.860240575,0.0344801981871,0.449782842955,2.75,0.86000627,0.0346999601695,0.458301078275,2.25,0.86000627,0.0346999601695,0.458301078275,2.25,0.85974388,0.0350566409353,0.467851619142,2.5
data2_1,0.74980652,0.0497381563987,0.492985781811,1.5,0.74980652,0.0497381563987,0.492985781811,1.5,0.74909234,0.0498387650029,0.51104413546,2.0,0.749307525,0.0501638355509,0.505587516312,1.5,0.749307525,0.0501638355509,0.505587516312,1.5,0.74896889,0.0502212686286,0.514108272312,1.25,0.751344115,0.049787644194,0.454206510962,3.75,0.751344115,0.049787644194,0.454206510962,3.75,0.751210885,0.0499547341887,0.457626160594,3.5,0.75100756,0.0496522083922,0.462618974249,3.0,0.75100756,0.0496522083922,0.462618974249,3.0,0.75100756,0.0496522083922,0.462618974249,3.0,0.75151217,0.0499914121221,0.450090798665,3.25,0.75151217,0.0499914121221,0.450090798665,3.25,0.750714025,0.049902650705,0.470101201952,2.25,0.75118119,0.0498559760977,0.458330033529,3.75,0.75118119,0.0498559760977,0.458330033529,3.75,0.75118119,0.0498559760977,0.458330033529,3.75
data2_10,0.99237012,0.0117940206123,0.197525386901,4.5,0.99237012,0.0117940206123,0.197525386901,4.5,0.99172318,0.0133094332339,0.240407627185,2.0,0.99433564,0.00720463416935,0.0938627317414,4.5,0.99433564,0.00720463416935,0.0938627317414,4.5,0.99433564,0.00720463416935,0.0938627317414,4.5,0.99208861,0.0163838280402,0.236304477233,5.75,0.992026635,0.0107653060185,0.211098357219,7.0,0.991389315,0.0138304089804,0.262280791379,5.5,0.992281215,0.0115052308894,0.200786650262,8.0,0.992281215,0.0115052308894,0.200786650262,8.0,0.990583725,0.0135964565014,0.311070501685,8.5,0.991244885,0.0124961523507,0.264780553556,5.75,0.991244885,0.0124961523507,0.264780553556,5.75,0.989697525,0.0142255346591,0.372258833538,7.75,0.992588425,0.0113942617138,0.184361314236,7.0,0.992588425,0.0113942617138,0.184361314236,7.0,0.990241955,0.0146282768006,0.337185013459,8.5
data2_12,0.68425595,0.285641695336,0.223484076826,2.0,0.68425595,0.285641695336,0.223484076826,2.0,0.64320437,0.275544792111,0.410768551889,8.75,0.602820165,0.307506732513,0.617285659256,9.0,0.602820165,0.307506732513,0.617285659256,9.0,0.54845177,0.239303049139,0.87709549182,4.25,0.691335995,0.273103902993,0.189200857773,4.25,0.691335995,0.273103902993,0.189200857773,4.25,0.64913691,0.287406192152,0.383261572725,2.75,0.664315475,0.317999439913,0.322748112152,3.0,0.664315475,0.317999439913,0.322748112152,3.0,0.626845245,0.303499560901,0.498864742161,3.25,0.673945115,0.296915958879,0.271673105011,4.0,0.673945115,0.296915958879,0.271673105011,4.0,0.626071435,0.250478530141,0.503186761389,2.5,0.66818452,0.279570161165,0.288321062589,6.75,0.66818452,0.279570161165,0.288321062589,6.75,0.59993056,0.286080623371,0.637978756307,5.75
data2_14,0.925,0.230845129219,0.111538313162,2.0,0.925,0.230845129219,0.111538313162,2.0,0.883333335,0.28536423396,0.237381925668,2.25,0.9625,0.167705098312,0.0414475897988,7.5,0.9625,0.167705098312,0.0414475897988,7.5,0.8875,0.274760661399,0.221175252011,7.75,0.925,0.230845129219,0.111538313162,9.25,0.925,0.230845129219,0.111538313162,9.25,0.925,0.230845129219,0.111538313162,9.25,0.925,0.230845129219,0.111538313162,3.75,0.925,0.230845129219,0.111538313162,3.75,0.883333335,0.28536423396,0.237381925668,8.0,0.925,0.230845129219,0.111538313162,1.25,0.925,0.230845129219,0.111538313162,1.25,0.883333335,0.28536423396,0.237381925668,5.25,0.945833335,0.17990209866,0.0630459485548,5.5,0.945833335,0.17990209866,0.0630459485548,5.5,0.845833335,0.316776293051,0.373767049563,2.0
data2_16_1,0.929281485,0.0639910937082,0.340201565187,8.5,0.929281485,0.0639910937082,0.340201565187,8.5,0.92333895,0.0718300105555,0.450713916864,9.0,0.938232895,0.0553360597525,0.188154271969,2.25,0.938232895,0.0553360597525,0.188154271969,2.25,0.927245545,0.0737870194041,0.384332965072,4.5,0.93650559,0.0589304853181,0.217967730212,4.25,0.93650559,0.0589304853181,0.217967730212,4.25,0.925841275,0.067941473761,0.404231128818,2.5,0.933969445,0.0653052534064,0.265465207959,5.0,0.933969445,0.0653052534064,0.265465207959,5.0,0.92325311,0.0809109868366,0.455264217107,6.5,0.93331276,0.0602270311364,0.2682261015,2.0,0.93331276,0.0602270311364,0.2682261015,2.0,0.93049654,0.0625795484275,0.317751313402,2.5,0.93213874,0.0699960081826,0.300397063163,1.25,0.93213874,0.0699960081826,0.300397063163,1.25,0.92660636,0.0717608970751,0.393602225504,8.75
data2_19_0,0.89287711,0.131401116265,0.2967959472,6.75,0.89287711,0.131401116265,0.2967959472,6.75,0.887258345,0.13519540624,0.345559909989,3.25,0.874973875,0.128150230678,0.453259326245,1.25,0.874973875,0.128150230678,0.453259326245,1.25,0.874973875,0.128150230678,0.453259326245,1.25,0.87921193,0.133347621234,0.415441437073,2.5,0.87921193,0.133347621234,0.415441437073,2.5,0.873038045,0.130709829035,0.47170753812,8.75,0.879555915,0.123875199567,0.409323177559,9.0,0.879555915,0.123875199567,0.409323177559,9.0,0.8697145,0.124002817709,0.50282917201,1.25,0.886386485,0.143462249591,0.357138888166,4.25,0.886386485,0.143462249591,0.357138888166,4.25,0.86328453,0.12624785736,0.563630859313,8.0,0.893997155,0.133859439105,0.289546610393,4.75,0.893997155,0.133859439105,0.289546610393,4.75,0.88342289,0.139526275633,0.380457744665,5.25
