dataset,quality,gain_to_nores_abs,gain_to_nores_rel,gain_to_worst_abs,gain_to_best_abs,ARA_metric
data_art_630,0.53906347,0.025098865000000026,0.04883383944308777,0.15964617000000003,-0.03302456500000006,0.8285958425393455
data_art_631,0.537121375,0.04464488,0.0906538290725936,0.125930895,-0.09997500999999998,0.5574484429700941
data_art_632,0.41643236,0.168307345,0.6783167146609542,0.223697025,-0.015896715000000006,0.9336513758664979
data_art_633,0.733479415,0.0,0.0,0.12461546000000001,-0.02184701,0.8508354392766966
data_art_634,0.20335558,0.0,0.0,0.15298501,-0.11339755999999998,0.5743056311830013
data_art_635,0.52580443,0.12890899499999997,0.3247933426092441,0.21039377999999997,-0.008333415000000066,0.9619004166354346
data_art_636,0.572931095,0.25822149999999994,0.8205072362029506,0.33794372999999994,-0.02720146500000009,0.9255050720303191
data_art_637,0.333332815,0.194967965,1.4090859419859882,0.255125525,-0.007926739999999988,0.9698662925407618
data_art_638,0.44422619,0.0,0.0,0.14422619000000003,-0.12077380499999996,0.5442497838537697
data_art_639,0.557628095,0.11285259999999997,0.2537293562002555,0.152292765,-0.031428495,0.8289338152808227
data_art_640,0.46765806,0.09111617999999999,0.24198152938525722,0.12169527499999999,-0.04833596000000007,0.7157230552374683
data_art_641,0.53511073,0.08817771499999999,0.19729514723811575,0.14225698999999997,-0.03166137499999999,0.8179526641709172
data_art_642,0.391524605,0.18877658000000003,0.9310896123402437,0.24491897,0.0,1.0
data_art_643,0.452173025,0.14798533000000003,0.48649347896863493,0.264177025,-0.018306729999999993,0.9351936892795836
data_art_644,0.487334705,0.30516409999999994,1.675155549930791,0.31882411,-0.012662110000000004,0.9618020019052376
data_art_645,0.60686812,0.0,0.0,0.08815475500000003,-0.14409341499999995,0.3795713654062378
data_art_646,0.325561645,0.0,0.0,0.041074480000000024,-0.23428758999999993,0.1491653516404784
data_art_647,0.38791917,0.16788157499999998,0.7629676874081448,0.22353006499999997,-0.05563496000000001,0.8007094190971809
data_art_648,0.50857656,0.02124847999999996,0.04360200216658962,0.22609404499999997,-0.1011422500000001,0.6909198290489138
data_art_649,0.459829045,0.214352865,0.8732124844048006,0.24530525,-0.007161185000000014,0.9716351007214087
data_art_650,0.563197075,0.15967623500000006,0.3957075302480042,0.16710044500000004,0.0,1.0
data_art_651,0.50198976,-0.030455220000000005,-0.05719881141521892,0.09041168499999996,-0.08770504500000009,0.5075979387225441
data_art_652,0.416634955,0.11078011499999996,0.36219833892443865,0.17908973499999997,-0.05025850000000004,0.7808638030286126
data_art_653,0.23808011,0.0,0.0,0.14808974000000003,-0.16490706499999996,0.47313498934917253
data_art_654,0.55985441,0.07780297500000005,0.16139973735375365,0.15565272000000002,0.0,1.0
data_art_655,0.282392655,0.0,0.0,0.058055544999999986,-0.17981889500000003,0.24405961817503374
data_art_656,0.474791205,0.13811878,0.41024678513543245,0.194056925,-0.05493912500000003,0.7793574436220975
data_art_657,0.418726655,0.11753616500000003,0.3902386327005213,0.26857783,-0.05706383500000001,0.8247649452351252
data_art_658,0.40912874,0.13936431999999999,0.5166149042190219,0.225374715,-0.004815545000000032,0.9790801530872765
data_art_659,0.131753215,-0.107746795,-0.4498822150362332,0.03208013000000001,-0.27656706,0.10393786510740644
data_art_660,0.53856101,0.168788545,0.456465964819744,0.192791765,-0.01007060999999998,0.9503574282811192
data_art_661,0.48571429,0.11148808999999998,0.29791631371614274,0.15416666499999998,-0.068333325,0.6928839187812996
data_art_662,0.40014235,0.21103930499999998,1.1160016222901117,0.213014675,-0.040251974999999995,0.8410687905415103
data_art_663,0.56065476,0.0,0.0,0.11421748000000004,-0.07322240999999996,0.6093552444999837
