dataset,quality,gain_to_nores_abs,gain_to_nores_rel,gain_to_worst_abs,gain_to_best_abs,ARA_metric
data_art_519,0.493590705,0.0,0.0,0.08744741500000003,-0.117494985,0.42669264632404036
data_art_520,0.48180408,0.0,0.0,0.08285533500000003,-0.11857678499999996,0.41133129612099617
data_art_521,0.721383505,0.0,0.0,0.186821385,-0.017541739999999972,0.9141638688486489
data_art_522,0.72235233,0.0,0.0,0.13008396499999997,0.0,1.0
data_art_523,0.758596015,0.0,0.0,0.20781784999999997,0.0,1.0
data_art_524,0.84287936,0.0,0.0,0.15058440499999992,-0.009296179999999987,0.9418554792003044
data_art_525,0.67115537,0.0,0.0,0.17253977000000004,-0.030995759999999928,0.8477132714863104
data_art_526,0.51715434,0.0,0.0,0.009523180000000075,-0.12506001,0.07076054594931258
data_art_527,0.56882571,0.0,0.0,0.028880465000000077,-0.08784322499999997,0.24742590814255505
data_art_528,0.833639065,0.0,0.0,0.1665387399999999,-0.04060426000000006,0.803979569669262
data_art_529,0.323640255,0.0,0.0,0.11988120499999999,-0.090195725,0.570653831432133
data_art_530,0.349753185,0.0,0.0,0.24941346500000003,-0.06442306999999997,0.794724122862241
data_art_531,0.522863415,0.0,0.0,0.20938126499999998,-0.07761277499999997,0.7295665965746188
data_art_532,0.820158215,0.0,0.0,0.144007675,-0.027590530000000002,0.8392143437630948
data_art_533,0.47654224,0.0,0.0,0.10856769500000002,-0.05828467000000004,0.6506811875276685
data_art_534,0.81180556,0.0,0.0,0.24992065000000008,-0.062133839999999996,0.8008878513492949
data_art_535,0.6932596999999999,0.0,0.0,0.06990522499999996,-0.027137600000000206,0.7203543899304234
data_art_536,0.672573525,0.0,0.0,0.10510097500000004,-0.021481810000000046,0.8302943800770379
data_art_537,0.91971154,0.0,0.0,0.12744126499999997,-0.026000754999999987,0.8305499692978495
data_art_538,0.6317144,0.0,0.0,0.13547609,0.0,1.0
data_art_539,0.582386865,0.0,0.0,0.15194848000000005,-0.08221762999999993,0.6488918486112276
data_art_541,0.234221835,0.0,0.0,0.06650433,-0.11311838000000002,0.37024455315254956
data_art_542,0.45999459,0.0,0.0,0.12294643,-0.09347131500000005,0.5680977315423001
data_art_543,0.76439494,0.0,0.0,0.138903235,-0.03168197500000003,0.8142747838455631
data_art_544,0.92547173,0.0,0.0,0.13633426000000004,-0.0005558049999999648,0.9959397710856521
data_art_545,0.833503255,0.0,0.0,0.15960416,-0.004415185000000044,0.973081315499705
data_art_546,0.5525,0.0,0.0,0.13680426499999998,-0.08288382999999999,0.6227204300715521
data_art_547,0.5649535,0.0,0.0,0.12574113999999997,-0.03415104000000002,0.7864120684326149
data_art_548,0.825258545,0.0,0.0,0.15101648,-0.07100228000000008,0.6801969347094811
data_art_549,0.74546829,0.0,0.0,0.12446115000000002,-0.04422557500000002,0.7378242123083485
data_art_551,0.586453375,0.0,0.0,0.08944621000000008,-0.048381484999999946,0.6489712390532256
data_art_552,0.548001245,0.0,0.0,0.14264220500000002,-0.10897296999999995,0.5669062090551575
data_art_553,0.48668645,0.0,0.0,0.07642027499999998,-0.054246000000000016,0.5848507964277698
data_art_554,0.35925021,0.0,0.0,0.12339024500000001,-0.06304520999999996,0.6618389458163954
data_art_555,0.81415848,0.0,0.0,0.20077069000000003,-0.0018694550000000199,0.9907745081804988
data_art_556,0.859498495,0.0,0.0,0.15690193499999994,-0.011100604999999986,0.9339259692145131
data_art_557,0.79175829,0.0,0.0,0.102535445,-0.06309407,0.6190650561284321
data_art_558,0.45247999,0.0,0.0,0.144855375,-0.04867495500000002,0.7484892678062399
data_art_559,0.321220355,0.0,0.0,0.21010033,-0.060416670000000006,0.7766622060720768
data_art_560,0.483326845,0.0,0.0,0.11589882499999998,-0.013364774999999995,0.8966083646130852
data_art_561,0.552492045,0.0,0.0,0.04047501500000006,-0.050111044999999965,0.4468128429473591
data_art_562,0.571567465,0.0,0.0,0.15890897999999998,-0.013948410000000022,0.9193068343794846
data_art_563,0.69264604,0.0,0.0,0.08298529499999996,-0.04166881,0.6657245262801412
data_art_564,0.84094808,0.0,0.0,0.16497164499999994,-0.04931916000000003,0.7698493876113814
data_art_565,0.416666644444,0.0,0.0,0.13524729444399997,-0.14099326666700002,0.4895996949182796
data_art_566,0.49210499,0.0,0.0,0.058571275000000034,-0.030103115000000014,0.6605207546395301
data_art_567,0.408736945,0.0,0.0,0.024946305000000002,-0.17765524,0.12312988531257252
data_art_568,0.78855829,0.0,0.0,0.13720334999999995,-0.03931545999999997,0.7772732549012766
data_art_569,0.50669274,0.0,0.0,0.11020933499999996,-0.059619540000000026,0.6489434438048298
data_art_570,0.56967542,0.0,0.0,0.07769200500000006,-0.07957230500000001,0.4940218476779634
data_art_571,0.26463256,0.0,0.0,0.050183530000000004,-0.20280216499999998,0.19836508937787978
data_art_572,0.80408131,0.0,0.0,0.13744449000000003,-0.0030800949999999494,0.978081451014426
data_art_573,0.230897945,0.0,0.0,0.15800324999999998,-0.10212301000000001,0.6074098401291741
data_art_574,0.33792163,0.0,0.0,0.031247329999999962,-0.17217522000000007,0.153607994787205
data_art_575,0.88561754,0.0,0.0,0.17969195500000001,0.0,1.0
data_art_576,0.820209055,0.0,0.0,0.09269048999999996,-0.03573288000000008,0.7217571848488319
data_art_577,0.47244071052599995,0.0,0.0,0.23352852631499993,-0.17173945263200013,0.5762323658577038
data_art_578,0.594433035,0.0,0.0,0.15007453999999998,-0.03017790499999995,0.8325797744380113
data_art_579,0.573089835,0.0,0.0,0.10276335999999997,-0.07902505999999998,0.5652910124858338
data_art_580,0.289696294118,0.0,0.0,0.15852557058900002,-0.202518258823,0.43907569573250016
data_art_581,0.69835388,0.0,0.0,0.10445305999999999,-0.004941580000000001,0.9548279513511814
data_art_582,0.50051974,0.0,0.0,0.041548644999999995,-0.12045737000000001,0.25646359488565895
data_art_583,0.8243707,0.0,0.0,0.19132749999999998,-0.008798080000000041,0.9560372042394578
data_art_584,0.24266655,0.0,0.0,0.08781765,-0.06363370500000001,0.5798406359586548
data_art_585,0.47323027,0.0,0.0,0.0767834,-0.10039443499999995,0.4333691062428888
data_art_586,0.464126975,0.0,0.0,0.10459310999999999,-0.13249999999999995,0.4411478258478284
data_art_587,0.62596676,0.0,0.0,0.11534916499999992,-0.02356026,0.8303912063562281
